,src,dst,ts,label,idx
360,674,666,73.0,0.0,2172
361,676,666,73.0,0.0,2174
362,677,666,73.0,0.0,2176
363,678,666,73.0,0.0,2177
376,697,666,73.0,0.0,2202
364,679,666,73.0,0.0,2178
365,680,666,73.0,0.0,2179
366,681,666,73.0,0.0,2183
370,686,666,73.0,0.0,2188
22490,33588,3175,73.0,0.0,2206
22491,33591,3175,73.0,0.0,2212
22492,33592,3175,73.0,0.0,2214
22489,32613,666,73.0,0.0,2200
22493,33593,3175,73.0,0.0,2215
378,3264,3175,73.0,0.0,2208
22494,33594,3175,73.0,0.0,2217
377,3263,3175,73.0,0.0,2205
375,692,666,73.0,0.0,2194
379,3266,3175,73.0,0.0,2213
380,17377,17374,73.0,0.0,2218
371,687,666,73.0,0.0,2189
44,3211,3175,73.0,0.0,2216
368,683,666,73.0,0.0,2185
369,684,666,73.0,0.0,2186
374,690,666,73.0,0.0,2192
373,689,666,73.0,0.0,2191
384,706,666,74.0,0.0,2230
383,701,666,74.0,0.0,2224
388,3267,3175,74.0,0.0,2296
389,5872,5876,74.0,0.0,2304
381,698,666,74.0,0.0,2221
387,1393,1388,74.0,0.0,2288
382,699,666,74.0,0.0,2222
386,708,666,74.0,0.0,2232
22498,33595,3175,74.0,0.0,2298
22495,32614,666,74.0,0.0,2236
399,11765,11777,74.0,0.0,2316
397,5881,5876,74.0,0.0,2314
396,5880,5876,74.0,0.0,2313
395,5878,5876,74.0,0.0,2310
400,11767,11777,74.0,0.0,2318
392,5875,5876,74.0,0.0,2307
391,5874,5876,74.0,0.0,2306
390,5873,5876,74.0,0.0,2305
22500,33598,3175,74.0,0.0,2303
22499,33596,3175,74.0,0.0,2299
394,5877,5876,74.0,0.0,2309
410,5897,5876,75.0,0.0,2426
409,5894,5876,75.0,0.0,2422
408,5889,5876,75.0,0.0,2414
407,5887,5876,75.0,0.0,2412
406,5886,5876,75.0,0.0,2410
415,5902,5876,75.0,0.0,2432
411,5898,5876,75.0,0.0,2427
404,5883,5876,75.0,0.0,2406
403,3269,3175,75.0,0.0,2399
413,5900,5876,75.0,0.0,2430
405,5884,5876,75.0,0.0,2407
414,5901,5876,75.0,0.0,2431
412,5899,5876,75.0,0.0,2429
416,5903,5876,75.0,0.0,2433
22508,33605,3175,75.0,0.0,2403
22507,33604,3175,75.0,0.0,2401
22511,36671,17374,75.0,0.0,2449
22506,33601,3175,75.0,0.0,2397
22505,33600,3175,75.0,0.0,2393
22509,33607,3175,75.0,0.0,2405
22504,33599,3175,75.0,0.0,2392
419,11768,11777,75.0,0.0,2438
418,5905,5876,75.0,0.0,2436
417,5904,5876,75.0,0.0,2435
22510,36670,17374,75.0,0.0,2448
440,13995,9146,76.0,0.0,2509
441,13996,9146,76.0,0.0,2510
438,13993,9146,76.0,0.0,2507
22520,33615,3175,76.0,0.0,2473
439,13994,9146,76.0,0.0,2508
427,7864,7912,76.0,0.0,2489
22519,33613,3175,76.0,0.0,2470
430,7868,7912,76.0,0.0,2494
436,13989,9146,76.0,0.0,2502
402,120,32318,76.0,1.0,2459
432,7870,7912,76.0,0.0,2496
434,7874,7912,76.0,0.0,2500
437,13990,9146,76.0,0.0,2504
22518,33612,3175,76.0,0.0,2469
22515,33609,3175,76.0,0.0,2463
428,7865,7912,76.0,0.0,2490
22516,33610,3175,76.0,0.0,2465
423,5908,5876,76.0,0.0,2476
22514,33608,3175,76.0,0.0,2462
422,711,666,76.0,0.0,2461
442,13997,9146,76.0,0.0,2511
424,5912,5876,76.0,0.0,2484
443,13998,9146,76.0,0.0,2512
425,5914,5876,76.0,0.0,2486
444,13999,9146,76.0,0.0,2513
22517,33611,3175,76.0,0.0,2468
433,7873,7912,76.0,0.0,2499
455,14002,9146,77.0,0.0,2540
454,14001,9146,77.0,0.0,2539
447,3271,3175,77.0,0.0,2520
448,3272,3175,77.0,0.0,2521
450,3274,3175,77.0,0.0,2523
453,12157,12156,77.0,0.0,2538
22523,33620,3175,77.0,0.0,2534
22522,33617,3175,77.0,0.0,2526
449,3273,3175,77.0,0.0,2522
452,3276,3175,77.0,0.0,2531
22521,33616,3175,77.0,0.0,2525
451,3275,3175,77.0,0.0,2524
456,1394,1388,78.0,0.0,2545
466,17383,17374,78.0,0.0,2577
22530,38336,27437,78.0,0.0,2599
131,27437,32315,78.0,1.0,2580
464,14005,9146,78.0,0.0,2572
462,14003,9146,78.0,0.0,2568
461,11775,11777,78.0,0.0,2567
22529,33628,3175,78.0,0.0,2560
460,11774,11777,78.0,0.0,2566
22528,33627,3175,78.0,0.0,2556
459,11772,11777,78.0,0.0,2564
457,11769,11777,78.0,0.0,2561
22527,33625,3175,78.0,0.0,2554
22526,33624,3175,78.0,0.0,2553
22524,33622,3175,78.0,0.0,2550
22525,33623,3175,78.0,0.0,2551
458,11771,11777,78.0,0.0,2563
257,3240,3175,79.0,0.0,2603
22512,36673,17374,79.0,0.0,2656
474,14008,9146,79.0,0.0,2615
22531,34474,5876,79.0,0.0,2611
475,14009,9146,79.0,0.0,2616
478,14012,9146,79.0,0.0,2619
467,3278,3175,79.0,0.0,2604
476,14010,9146,79.0,0.0,2617
473,14007,9146,79.0,0.0,2614
471,7877,7912,79.0,0.0,2612
477,14011,9146,79.0,0.0,2618
470,3281,3175,79.0,0.0,2609
469,3280,3175,79.0,0.0,2608
468,3279,3175,79.0,0.0,2605
479,14013,9146,79.0,0.0,2620
493,14029,9146,79.0,0.0,2648
491,14026,9146,79.0,0.0,2643
492,14028,9146,79.0,0.0,2646
489,14024,9146,79.0,0.0,2638
488,14023,9146,79.0,0.0,2637
487,14022,9146,79.0,0.0,2636
486,14021,9146,79.0,0.0,2635
485,14020,9146,79.0,0.0,2633
484,14019,9146,79.0,0.0,2632
483,14018,9146,79.0,0.0,2630
482,14017,9146,79.0,0.0,2629
481,14016,9146,79.0,0.0,2627
480,14015,9146,79.0,0.0,2623
490,14025,9146,79.0,0.0,2640
507,14045,9146,80.0,0.0,2705
510,17384,17374,80.0,0.0,2715
508,14046,9146,80.0,0.0,2706
506,14044,9146,80.0,0.0,2704
505,14043,9146,80.0,0.0,2701
504,14042,9146,80.0,0.0,2700
494,1396,1388,80.0,0.0,2673
495,14030,9146,80.0,0.0,2682
496,14031,9146,80.0,0.0,2684
497,14033,9146,80.0,0.0,2687
22533,33629,3175,80.0,0.0,2678
499,14035,9146,80.0,0.0,2690
498,14034,9146,80.0,0.0,2689
22532,32867,1388,80.0,0.0,2671
503,14041,9146,80.0,0.0,2699
500,14037,9146,80.0,0.0,2694
502,14039,9146,80.0,0.0,2696
501,14038,9146,80.0,0.0,2695
521,7890,7912,81.0,0.0,2740
522,7891,7912,81.0,0.0,2741
523,7892,7912,81.0,0.0,2742
524,7893,7912,81.0,0.0,2743
532,7907,7912,81.0,0.0,2757
526,7895,7912,81.0,0.0,2745
527,7898,7912,81.0,0.0,2748
533,7908,7912,81.0,0.0,2758
528,7902,7912,81.0,0.0,2752
529,7903,7912,81.0,0.0,2753
530,7904,7912,81.0,0.0,2754
531,7905,7912,81.0,0.0,2755
525,7894,7912,81.0,0.0,2744
514,7882,7912,81.0,0.0,2732
519,7887,7912,81.0,0.0,2737
511,1397,1388,81.0,0.0,2717
512,7879,7912,81.0,0.0,2729
513,7881,7912,81.0,0.0,2731
515,7883,7912,81.0,0.0,2733
516,7884,7912,81.0,0.0,2734
517,7885,7912,81.0,0.0,2735
22544,36204,9146,81.0,0.0,2773
520,7889,7912,81.0,0.0,2739
22543,36203,9146,81.0,0.0,2770
22541,33635,3175,81.0,0.0,2728
22540,33634,3175,81.0,0.0,2727
22539,33633,3175,81.0,0.0,2724
22538,33632,3175,81.0,0.0,2723
22537,33631,3175,81.0,0.0,2722
22536,32869,1388,81.0,0.0,2719
22535,32868,1388,81.0,0.0,2718
22542,36202,9146,81.0,0.0,2769
537,14051,9146,81.0,0.0,2763
